c_id,annotator_1,annotator_2,annotator_3,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_gold,t_direction,t_id,c_order,annotation_common,annotation_selected
1830,non-hateful,non-hateful,non-hateful,{SLUR_P},homoseksuel,Homosexual,"aku takde respect untuk orang yang tulis ""banyak homoseksuel dalam negara ni"".","aku takde respect untuk orang yang tulis ""banyak {SLUR_P} dalam negara ni"".",counter_quote_nh,non-hateful,-,546,1464,non-hateful,non-hateful
1831,non-hateful,non-hateful,non-hateful,{SLUR_P},wanita wanita,Women,"aku takde respect untuk orang yang tulis ""banyak wanita wanita dalam negara ni"".","aku takde respect untuk orang yang tulis ""banyak {SLUR_P} dalam negara ni"".",counter_quote_nh,non-hateful,-,546,910,non-hateful,non-hateful
1832,non-hateful,non-hateful,non-hateful,{IDENTITY_P},cina,Chinese,"Aku tak akan bertoleransi dengan post macam ""cina ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1409,non-hateful,non-hateful
1833,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,"Aku tak akan bertoleransi dengan post macam ""melayu ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1722,non-hateful,non-hateful
1834,non-hateful,non-hateful,non-hateful,{IDENTITY_P},india,Indians,"Aku tak akan bertoleransi dengan post macam ""india ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,460,non-hateful,non-hateful
1835,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kristian,Christian,"Aku tak akan bertoleransi dengan post macam ""orang orang kristian ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,312,non-hateful,non-hateful
1836,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang islam,Muslim,"Aku tak akan bertoleransi dengan post macam ""orang orang islam ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1960,non-hateful,non-hateful
1837,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang hindu,Hindu,"Aku tak akan bertoleransi dengan post macam ""orang orang hindu ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,197,non-hateful,non-hateful
1838,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang buddha,Buddhist,"Aku tak akan bertoleransi dengan post macam ""orang orang buddha ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,519,non-hateful,non-hateful
1839,non-hateful,non-hateful,non-hateful,{IDENTITY_P},pendatang pendatang,Immigrants,"Aku tak akan bertoleransi dengan post macam ""pendatang pendatang ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1704,non-hateful,non-hateful
1840,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang gay,Homosexual,"Aku tak akan bertoleransi dengan post macam ""orang orang gay ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,420,non-hateful,non-hateful
1841,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang trans,Transexual,"Aku tak akan bertoleransi dengan post macam ""orang orang trans ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,206,non-hateful,non-hateful
1842,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kurang upaya,physically disabled,Ada tak orang orang kurang upaya kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,694,non-hateful,non-hateful
1843,non-hateful,non-hateful,non-hateful,{IDENTITY_P},perempuan perempuan,Women,"Aku tak akan bertoleransi dengan post macam ""perempuan perempuan ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1166,non-hateful,non-hateful
1844,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kurang upaya,physically disabled,"Aku tak akan bertoleransi dengan post macam ""orang orang kurang upaya ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,145,non-hateful,non-hateful
1845,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang berpenyakit mental,mentally ill,"Aku tak akan bertoleransi dengan post macam ""orang orang berpenyakit mental ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1512,non-hateful,non-hateful
1846,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang tua,seniors,"Aku tak akan bertoleransi dengan post macam ""orang orang tua ni memang paling teruk"" dalam timeline aku.","Aku tak akan bertoleransi dengan post macam ""{IDENTITY_P} ni memang paling teruk"" dalam timeline aku.",counter_quote_nh,non-hateful,-,536,1525,non-hateful,non-hateful
1847,non-hateful,non-hateful,non-hateful,{IDENTITY_P},cina,Chinese,"Macam mana kau boleh cakap ""cina ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,943,non-hateful,non-hateful
1848,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,"Macam mana kau boleh cakap ""melayu ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,962,non-hateful,non-hateful
1849,non-hateful,non-hateful,non-hateful,{IDENTITY_P},india,Indians,"Macam mana kau boleh cakap ""india ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,1664,non-hateful,non-hateful
1850,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kristian,Christian,"Macam mana kau boleh cakap ""orang orang kristian ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,1156,non-hateful,non-hateful
1851,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang islam,Muslim,"Macam mana kau boleh cakap ""orang orang islam ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,1266,non-hateful,non-hateful
1852,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang hindu,Hindu,"Macam mana kau boleh cakap ""orang orang hindu ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,110,non-hateful,non-hateful
1853,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang buddha,Buddhist,"Macam mana kau boleh cakap ""orang orang buddha ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,173,non-hateful,non-hateful
1854,non-hateful,non-hateful,non-hateful,{IDENTITY_P},pendatang pendatang,Immigrants,"Macam mana kau boleh cakap ""pendatang pendatang ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,1367,non-hateful,non-hateful
1855,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang gay,Homosexual,"Macam mana kau boleh cakap ""orang orang gay ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,237,non-hateful,non-hateful
1856,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang trans,Transexual,"Macam mana kau boleh cakap ""orang orang trans ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,105,non-hateful,non-hateful
1857,non-hateful,non-hateful,non-hateful,{IDENTITY_P},perempuan perempuan,Women,"Macam mana kau boleh cakap ""perempuan perempuan ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,455,non-hateful,non-hateful
1858,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang kurang upaya,physically disabled,"Macam mana kau boleh cakap ""orang orang kurang upaya ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,300,non-hateful,non-hateful
1859,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang berpenyakit mental,mentally ill,"Macam mana kau boleh cakap ""orang orang berpenyakit mental ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,1712,non-hateful,non-hateful
1860,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang tua,seniors,"Macam mana kau boleh cakap ""orang orang tua ni memang jijik"" tanpa sedar its hateful?","Macam mana kau boleh cakap ""{IDENTITY_P} ni memang jijik"" tanpa sedar its hateful?",counter_quote_nh,non-hateful,-,535,537,non-hateful,non-hateful
1861,non-hateful,hateful,non-hateful,{IDENTITY_P},cina,Chinese,"Apa yang membuat kamu berkata ""orang-orang cina ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,2028,non-hateful,non-hateful
1862,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,"Apa yang membuat kamu berkata ""orang-orang melayu ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,688,non-hateful,non-hateful
1863,non-hateful,nonsensical,non-hateful,{IDENTITY_P},india,Indians,"Apa yang membuat kamu berkata ""orang-orang india ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,33,non-hateful,non-hateful
1864,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang kristian,Christian,"Apa yang membuat kamu berkata ""orang-orang orang orang kristian ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,697,non-hateful,non-hateful
1865,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang islam,Muslim,"Apa yang membuat kamu berkata ""orang-orang orang orang islam ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1547,non-hateful,non-hateful
1866,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang hindu,Hindu,"Apa yang membuat kamu berkata ""orang-orang orang orang hindu ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1540,non-hateful,non-hateful
1867,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang buddha,Buddhist,"Apa yang membuat kamu berkata ""orang-orang orang orang buddha ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1643,non-hateful,non-hateful
1868,non-hateful,non-hateful,non-hateful,{IDENTITY_P},pendatang pendatang,Immigrants,"Apa yang membuat kamu berkata ""orang-orang pendatang pendatang ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1904,non-hateful,non-hateful
1869,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang gay,Homosexual,"Apa yang membuat kamu berkata ""orang-orang orang orang gay ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1084,non-hateful,non-hateful
1870,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang trans,Transexual,"Apa yang membuat kamu berkata ""orang-orang orang orang trans ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,212,non-hateful,non-hateful
1871,non-hateful,non-hateful,non-hateful,{IDENTITY_P},perempuan perempuan,Women,"Apa yang membuat kamu berkata ""orang-orang perempuan perempuan ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,87,non-hateful,non-hateful
1872,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kurang upaya,physically disabled,"Apa yang membuat kamu berkata ""orang-orang orang orang kurang upaya ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1889,non-hateful,non-hateful
1873,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang berpenyakit mental,mentally ill,"Apa yang membuat kamu berkata ""orang-orang orang orang berpenyakit mental ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,2168,non-hateful,non-hateful
1874,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang tua,seniors,"Apa yang membuat kamu berkata ""orang-orang orang orang tua ini sangat menjijikkan bagi saya""?","Apa yang membuat kamu berkata ""orang-orang {IDENTITY_P} ini sangat menjijikkan bagi saya""?",counter_quote_nh,non-hateful,-,533,1751,non-hateful,non-hateful
1875,non-hateful,nonsensical,non-hateful,{IDENTITY_P},cina,Chinese,"Hari ini, tiga orang cina telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,2110,non-hateful,non-hateful
1876,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,"Hari ini, tiga orang melayu telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1236,non-hateful,non-hateful
1877,non-hateful,nonsensical,non-hateful,{IDENTITY_P},india,Indians,"Hari ini, tiga orang india telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1876,non-hateful,non-hateful
1878,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang kristian,Christian,"Hari ini, tiga orang orang orang kristian telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1646,non-hateful,non-hateful
1879,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang islam,Muslim,"Hari ini, tiga orang orang orang islam telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,254,non-hateful,non-hateful
1880,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang hindu,Hindu,"Hari ini, tiga orang orang orang hindu telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1801,non-hateful,non-hateful
1881,non-hateful,nonsensical,non-hateful,{IDENTITY_P},orang orang buddha,Buddhist,"Hari ini, tiga orang orang orang buddha telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,939,non-hateful,non-hateful
1882,non-hateful,nonsensical,non-hateful,{IDENTITY_P},pendatang pendatang,Immigrants,"Hari ini, tiga orang pendatang pendatang telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1771,non-hateful,non-hateful
1883,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang gay,Homosexual,"Hari ini, tiga orang orang orang gay telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,276,non-hateful,non-hateful
1884,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang trans,Transexual,"Hari ini, tiga orang orang orang trans telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1407,non-hateful,non-hateful
1885,non-hateful,non-hateful,non-hateful,{IDENTITY_P},perempuan perempuan,Women,"Hari ini, tiga orang perempuan perempuan telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,2101,non-hateful,non-hateful
1886,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kurang upaya,physically disabled,"Hari ini, tiga orang orang orang kurang upaya telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,584,non-hateful,non-hateful
1887,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang berpenyakit mental,mentally ill,"Hari ini, tiga orang orang orang berpenyakit mental telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,1343,non-hateful,non-hateful
1888,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang tua,seniors,"Hari ini, tiga orang orang orang tua telah dipilih ke Parlimen.","Hari ini, tiga orang {IDENTITY_P} telah dipilih ke Parlimen.",ident_neutral_nh,non-hateful,-,495,711,non-hateful,non-hateful
1889,non-hateful,non-hateful,non-hateful,{IDENTITY_P},cina,Chinese,Ada tak cina kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,1761,non-hateful,non-hateful
1890,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,Ada tak melayu kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,596,non-hateful,non-hateful
1891,non-hateful,non-hateful,non-hateful,{IDENTITY_P},india,Indians,Ada tak india kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,114,non-hateful,non-hateful
1892,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang kristian,Christian,Ada tak orang orang kristian kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,2066,non-hateful,non-hateful
1893,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang islam,Muslim,Ada tak orang orang islam kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,2128,non-hateful,non-hateful
1894,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang hindu,Hindu,Ada tak orang orang hindu kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,608,non-hateful,non-hateful
1895,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang buddha,Buddhist,Ada tak orang orang buddha kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,1961,non-hateful,non-hateful
1896,non-hateful,non-hateful,non-hateful,{IDENTITY_P},pendatang pendatang,Immigrants,Ada tak pendatang pendatang kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,1563,non-hateful,non-hateful
1897,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang gay,Homosexual,Ada tak orang orang gay kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,139,non-hateful,non-hateful
1898,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang berpenyakit mental,mentally ill,Ada tak orang orang berpenyakit mental kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,888,non-hateful,non-hateful
1899,non-hateful,non-hateful,non-hateful,{IDENTITY_P},orang orang tua,seniors,Ada tak orang orang tua kat kursus kau?,Ada tak {IDENTITY_P} kat kursus kau?,ident_neutral_nh,non-hateful,-,488,109,non-hateful,non-hateful
1900,non-hateful,non-hateful,non-hateful,{IDENTITY_S},cina,Chinese,Ini kali pertama seorang cina dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,991,non-hateful,non-hateful
1901,non-hateful,non-hateful,non-hateful,{IDENTITY_S},melayu,Malay,Ini kali pertama seorang melayu dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,422,non-hateful,non-hateful
1902,non-hateful,non-hateful,non-hateful,{IDENTITY_S},india,Indians,Ini kali pertama seorang india dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1080,non-hateful,non-hateful
1903,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang kristian,Christian,Ini kali pertama seorang orang kristian dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,141,non-hateful,non-hateful
1904,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang islam,Muslim,Ini kali pertama seorang orang islam dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1303,non-hateful,non-hateful
1905,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang hindu,Hindu,Ini kali pertama seorang orang hindu dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1582,non-hateful,non-hateful
1906,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang buddha,Buddhist,Ini kali pertama seorang orang buddha dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1025,non-hateful,non-hateful
1907,non-hateful,non-hateful,non-hateful,{IDENTITY_S},pendatang,Immigrants,Ini kali pertama seorang pendatang dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1717,non-hateful,non-hateful
1908,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang gay,Homosexual,Ini kali pertama seorang orang gay dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,842,non-hateful,non-hateful
1909,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang trans,Transexual,Ini kali pertama seorang orang trans dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1849,non-hateful,non-hateful
1910,non-hateful,non-hateful,non-hateful,{IDENTITY_S},perempuan,Women,Ini kali pertama seorang perempuan dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,558,non-hateful,non-hateful
1911,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang kurang upaya,physically disabled,Ini kali pertama seorang orang kurang upaya dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,1235,non-hateful,non-hateful
1912,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang berpenyakit mental,mentally ill,Ini kali pertama seorang orang berpenyakit mental dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,931,non-hateful,non-hateful
1913,non-hateful,non-hateful,non-hateful,{IDENTITY_S},orang tua,seniors,Ini kali pertama seorang orang tua dicalonkan.,Ini kali pertama seorang {IDENTITY_S} dicalonkan.,ident_neutral_nh,non-hateful,-,493,336,non-hateful,non-hateful
1914,non-hateful,non-hateful,non-hateful,{IDENTITY_A},keling,Indians,Kita tak pernah ada presiden yang keling.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,0,non-hateful,non-hateful
1915,non-hateful,non-hateful,non-hateful,{IDENTITY_A},bapok,Transexual,Kita tak pernah ada presiden yang bapok.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,81,non-hateful,non-hateful
1916,non-hateful,non-hateful,non-hateful,{IDENTITY_A},betina,Women,Kita tak pernah ada presiden yang betina.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,38,non-hateful,non-hateful
1917,non-hateful,non-hateful,non-hateful,{IDENTITY_A},orang cacat,physically disabled,Kita tak pernah ada presiden yang orang cacat.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,2073,non-hateful,non-hateful
1918,non-hateful,non-hateful,non-hateful,{IDENTITY_A},cacat otak,mentally ill,Kita tak pernah ada presiden yang cacat otak.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,1091,non-hateful,non-hateful
1919,non-hateful,non-hateful,non-hateful,{IDENTITY_A},warga emas,seniors,Kita tak pernah ada presiden yang warga emas.,Kita tak pernah ada presiden yang {IDENTITY_A}.,ident_neutral_nh,non-hateful,-,496,1267,non-hateful,non-hateful
1920,non-hateful,non-hateful,non-hateful,{IDENTITY_P},cina,Chinese,Lebih separuh peserta adalah cina.,Lebih separuh peserta adalah {IDENTITY_P}.,ident_neutral_nh,non-hateful,-,494,1835,non-hateful,non-hateful
1921,non-hateful,non-hateful,non-hateful,{IDENTITY_P},melayu,Malay,Lebih separuh peserta adalah melayu.,Lebih separuh peserta adalah {IDENTITY_P}.,ident_neutral_nh,non-hateful,-,494,220,non-hateful,non-hateful
