c_id,annotator_1,annotator_3,p_label,p_value,p_target,c_testcase,t_case_local,t_function,t_direction,t_id,c_order,c_group,t_gold,annotation_common,annotation_selected
2552,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,இன்று இந்தியர்கள் என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,இன்று {IDENTITY_P} என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,ref_subs_sent_h,,392,1393,3,hateful,hateful,hateful
2557,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,இன்று புலம்பெயர்ந்தவர்கள் என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,இன்று {IDENTITY_P} என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,ref_subs_sent_h,,392,2542,3,hateful,hateful,hateful
2562,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,இன்று மனநலம் பாதிக்கப்பட்ட நபர்கள் என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,இன்று {IDENTITY_P} என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,ref_subs_sent_h,,392,1951,3,hateful,hateful,hateful
2563,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,இன்று மூத்தவர்கள் என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,இன்று {IDENTITY_P} என்னை கேலி பண்ணினார்கள். அவர்களை அப்போதே கொல்ல வேண்டியேன்.,ref_subs_sent_h,,392,2749,3,hateful,hateful,hateful
2570,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,"இந்த முதலாளிகள் எப்போதும் சொல்லுவாங்க, பௌத்தர்கள் போல என்னை கொல்ல வேண்டும்னு.","இந்த முதலாளிகள் எப்போதும் சொல்லுவாங்க, {IDENTITY_P} போல என்னை கொல்ல வேண்டும்னு.",counter_ref_nh,,565,2218,3,non-hateful,hateful,no_match
2580,hateful,non-hateful,{IDENTITY_P},இந்தியர்கள்,Indians,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் இந்தியர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,486,3,hateful,"hateful', 'non-hateful",undecided
2581,hateful,non-hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் கிறித்துவர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,367,3,hateful,"hateful', 'non-hateful",undecided
2583,hateful,non-hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் இந்துவர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,295,3,hateful,"hateful', 'non-hateful",undecided
2586,hateful,non-hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் ஓரினச்சேர்க்கையாளர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,1538,3,hateful,"hateful', 'non-hateful",undecided
2588,hateful,non-hateful,{IDENTITY_P},பெண்கள்,Women,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் பெண்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,596,3,hateful,"hateful', 'non-hateful",undecided
2589,hateful,non-hateful,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் உடல் ஊனமுற்றவர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,2318,3,hateful,"hateful', 'non-hateful",undecided
2591,hateful,non-hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் மூத்தவர்கள் அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,அது புகழ்ப்பட்டதுக்கு மேலே இல்லையா நாம் {IDENTITY_P} அழித்து விட்டால் நாம் மேலும் நலமாக இருக்க முடியுமா?,phrase_question_h,general,457,657,3,hateful,"hateful', 'non-hateful",undecided
2592,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,"சில நேரங்களில அது சீனர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,261,3,hateful,hateful,hateful
2593,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,"சில நேரங்களில அது மலாய்கார்ர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,498,3,hateful,hateful,hateful
2594,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,"சில நேரங்களில அது இந்தியர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,1855,3,hateful,hateful,hateful
2595,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,"சில நேரங்களில அது கிறித்துவர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,282,3,hateful,hateful,hateful
2599,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,"சில நேரங்களில அது புலம்பெயர்ந்தவர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,1058,3,hateful,hateful,hateful
2601,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,"சில நேரங்களில அது திருநங்கைகள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,358,3,hateful,hateful,hateful
2602,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,"சில நேரங்களில அது பெண்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,74,3,hateful,hateful,hateful
2603,hateful,hateful,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,"சில நேரங்களில அது உடல் ஊனமுற்றவர்கள் நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.","சில நேரங்களில அது {IDENTITY_P} நல்லா இருந்தாலும், அது மனித குப்பைக் கூடியே உள்ளது அல்லாமல் வேறேதும் இல்ல.",ref_subs_clause_h,,369,270,3,hateful,hateful,hateful
2608,hateful,hateful,{SLUR_P},கிழட்டு,seniors,அவை கிழட்டு ஒரு குச்சி ஆகும் போல.,அவை {SLUR_P} ஒரு குச்சி ஆகும் போல.,slur_h,directed,125,879,3,hateful,hateful,hateful
2609,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,சீனர்கள் ரொம்ப முட்டாள்கள் டா.,{IDENTITY_P} ரொம்ப முட்டாள்கள் டா.,derog_neg_attrib_h,,39,816,3,hateful,hateful,hateful
2610,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,மலாய்கார்ர்கள் ரொம்ப முட்டாள்கள் டா.,{IDENTITY_P} ரொம்ப முட்டாள்கள் டா.,derog_neg_attrib_h,,39,1765,3,hateful,hateful,hateful
2614,hateful,hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,இந்துவர்கள் ரொம்ப முட்டாள்கள் டா.,{IDENTITY_P} ரொம்ப முட்டாள்கள் டா.,derog_neg_attrib_h,,39,403,3,hateful,hateful,hateful
2617,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,ஓரினச்சேர்க்கையாளர்கள் ரொம்ப முட்டாள்கள் டா.,{IDENTITY_P} ரொம்ப முட்டாள்கள் டா.,derog_neg_attrib_h,,39,630,3,hateful,hateful,hateful
2621,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,மனநலம் பாதிக்கப்பட்ட நபர்கள் ரொம்ப முட்டாள்கள் டா.,{IDENTITY_P} ரொம்ப முட்டாள்கள் டா.,derog_neg_attrib_h,,39,616,3,hateful,hateful,hateful
2629,hateful,hateful,{IDENTITY_S},இந்து,Hindu,இந்த இந்து இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,இந்த {IDENTITY_S} இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,phrase_question_h,,461,898,3,hateful,hateful,hateful
2630,hateful,hateful,{IDENTITY_S},பௌத்தன்,Buddhist,இந்த பௌத்தன் இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,இந்த {IDENTITY_S} இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,phrase_question_h,,461,1684,3,hateful,hateful,hateful
2634,hateful,hateful,{IDENTITY_S},பெண்,Women,இந்த பெண் இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,இந்த {IDENTITY_S} இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,phrase_question_h,,461,2447,3,hateful,hateful,hateful
2635,hateful,hateful,{IDENTITY_S},உடல் ஊனமுற்றவர்,physically disabled,இந்த உடல் ஊனமுற்றவர் இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,இந்த {IDENTITY_S} இயல்புக்குள் சுவாலேனும் எரிச்சல் ஆகுதுன்னு எப்போது மக்களுக்கு புரியும்?,phrase_question_h,,461,2571,3,hateful,hateful,hateful
2639,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,அப்படியான மலாய்கார்ர்கள் அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,அப்படியான {IDENTITY_P} அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,phrase_question_h,,458,2671,3,hateful,hateful,hateful
2645,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,அப்படியான புலம்பெயர்ந்தவர்கள் அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,அப்படியான {IDENTITY_P} அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,phrase_question_h,,458,1420,3,hateful,hateful,hateful
2647,hateful,hateful,{IDENTITY_P},திருநங்கைகள்,Transexual,அப்படியான திருநங்கைகள் அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,அப்படியான {IDENTITY_P} அவர்களை இறுதிப்படுத்தவேண்டியதாயிருக்கிறேனா என்று நான் கருதுவது தவறா?,phrase_question_h,,458,280,3,hateful,hateful,hateful
2652,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,அவே சீனர்கள் மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,அவே {IDENTITY_P} மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,ref_subs_sent_h,,394,1635,3,hateful,hateful,hateful
2653,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,அவே மலாய்கார்ர்கள் மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,அவே {IDENTITY_P} மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,ref_subs_sent_h,,394,2499,3,hateful,hateful,hateful
2658,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,அவே பௌத்தர்கள் மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,அவே {IDENTITY_P} மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,ref_subs_sent_h,,394,1299,3,hateful,hateful,hateful
2662,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,அவே பெண்கள் மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,அவே {IDENTITY_P} மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,ref_subs_sent_h,,394,495,3,hateful,hateful,hateful
2664,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,அவே மனநலம் பாதிக்கப்பட்ட நபர்கள் மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,அவே {IDENTITY_P} மாறாதுங்க மச்சி. அவங்களை ஒழித்துவிடலாம் போல.,ref_subs_sent_h,,394,1126,3,hateful,hateful,hateful
2666,non-hateful,non-hateful,,,,அவன் ஒரு பயங்கர கூச்சம் மாதிரி.,அவன் ஒரு பயங்கர கூச்சம் மாதிரி.,target_indiv_nh,,660,1767,3,non-hateful,non-hateful,non-hateful
2667,non-hateful,non-hateful,{SLUR_P},ஒன்பது,Transexual,நீ இந்த ஒன்பது என்று பேரழித்துக் கொள்வதை நிறுத்தணும் டா.,நீ இந்த {SLUR_P} என்று பேரழித்துக் கொள்வதை நிறுத்தணும் டா.,counter_ref_nh,,567,1353,3,non-hateful,non-hateful,non-hateful
2670,non-hateful,non-hateful,,,,"இத்திட்டம், இத்தகைய பிரதியைகளில் அனுபவம் கொண்ட மூன்றாம் நூற்றாண்டில் நடந்துகொண்டுள்ளது.","இத்திட்டம், இத்தகைய பிரதியைகளில் அனுபவம் கொண்ட மூன்றாம் நூற்றாண்டில் நடந்துகொண்டுள்ளது.",,,1108,2424,3,,non-hateful,no_match
2671,non-hateful,hateful,,,,நா அனைத்து அரசு ஊழியர்களையும் கொல்ல விரும்புவேன்.,நா அனைத்து அரசு ஊழியர்களையும் கொல்ல விரும்புவேன்.,target_group_nh,,740,1073,3,non-hateful,"hateful', 'non-hateful",undecided
2675,non-hateful,non-hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,{IDENTITY_P} நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,negate_neg_nh,-,425,16,3,non-hateful,non-hateful,non-hateful
2676,non-hateful,non-hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,இஸ்லாமியர்கள் நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,{IDENTITY_P} நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,negate_neg_nh,-,425,1497,3,non-hateful,non-hateful,non-hateful
2682,non-hateful,non-hateful,{IDENTITY_P},பெண்கள்,Women,பெண்கள் நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,{IDENTITY_P} நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,negate_neg_nh,-,425,2500,3,non-hateful,non-hateful,non-hateful
2685,non-hateful,non-hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,மூத்தவர்கள் நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,{IDENTITY_P} நாகரீகத்துக்கு அச்சுறுத்தல் இல்லனு மக்களுக்கு புரிஞ்சுகிட்டா வேண்டியிருக்கு.,negate_neg_nh,-,425,62,3,non-hateful,non-hateful,non-hateful
2688,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,இந்தியர்கள் குறைந்த உயிரினங்க.,{IDENTITY_P} குறைந்த உயிரினங்க.,derog_dehum_h,general,49,59,3,hateful,hateful,hateful
2689,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,கிறித்துவர்கள் குறைந்த உயிரினங்க.,{IDENTITY_P} குறைந்த உயிரினங்க.,derog_dehum_h,general,49,47,3,hateful,hateful,hateful
2694,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,ஓரினச்சேர்க்கையாளர்கள் குறைந்த உயிரினங்க.,{IDENTITY_P} குறைந்த உயிரினங்க.,derog_dehum_h,general,49,2801,3,hateful,hateful,hateful
2697,hateful,hateful,{IDENTITY_P},உடல் ஊனமுற்றவர்கள்,physically disabled,உடல் ஊனமுற்றவர்கள் குறைந்த உயிரினங்க.,{IDENTITY_P} குறைந்த உயிரினங்க.,derog_dehum_h,general,49,2600,3,hateful,hateful,hateful
2698,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,மனநலம் பாதிக்கப்பட்ட நபர்கள் குறைந்த உயிரினங்க.,{IDENTITY_P} குறைந்த உயிரினங்க.,derog_dehum_h,general,49,843,3,hateful,hateful,hateful
2702,non-hateful,non-hateful,,,,நீ என்ன கேள்விப்பாயா?,நீ என்ன கேள்விப்பாயா?,profanity_nh,,266,144,3,non-hateful,non-hateful,non-hateful
2704,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,நாம ஒரேடியா சீனர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,2481,3,hateful,hateful,hateful
2705,hateful,hateful,{IDENTITY_P},மலாய்கார்ர்கள்,Malay,நாம ஒரேடியா மலாய்கார்ர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,872,3,hateful,hateful,hateful
2709,hateful,hateful,{IDENTITY_P},இந்துவர்கள்,Hindu,நாம ஒரேடியா இந்துவர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,1338,3,hateful,hateful,hateful
2710,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,நாம ஒரேடியா பௌத்தர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,155,3,hateful,hateful,hateful
2712,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,நாம ஒரேடியா ஓரினச்சேர்க்கையாளர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,1975,3,hateful,hateful,hateful
2714,hateful,hateful,{IDENTITY_P},பெண்கள்,Women,நாம ஒரேடியா பெண்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,273,3,hateful,hateful,hateful
2716,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,நாம ஒரேடியா மனநலம் பாதிக்கப்பட்ட நபர்கள்ஐ ஒழிச்சிடனும்,நாம ஒரேடியா {IDENTITY_P}ஐ ஒழிச்சிடனும்,threat_norm_h,,105,1306,3,hateful,hateful,hateful
2718,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,யாராவது அந்த சீனர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,166,3,hateful,hateful,hateful
2720,hateful,hateful,{IDENTITY_P},இந்தியர்கள்,Indians,யாராவது அந்த இந்தியர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,2625,3,hateful,hateful,hateful
2721,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,யாராவது அந்த கிறித்துவர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,2232,3,hateful,hateful,hateful
2722,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,யாராவது அந்த இஸ்லாமியர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,2790,3,hateful,hateful,hateful
2724,hateful,hateful,{IDENTITY_P},பௌத்தர்கள்,Buddhist,யாராவது அந்த பௌத்தர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,1953,3,hateful,hateful,hateful
2730,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,யாராவது அந்த மனநலம் பாதிக்கப்பட்ட நபர்கள் ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,யாராவது அந்த {IDENTITY_P} ஓட கழுத்த எல்லாம் முறிக்கனும் டா.,threat_norm_h,directed,119,124,3,hateful,hateful,hateful
2732,hateful,hateful,{SLUR_P},ஒன்பது,Transexual,"இந்த நாட்டுல, ரொம்ப நிறைய ஒன்பது இருக்காங்க.","இந்த நாட்டுல, ரொம்ப நிறைய {SLUR_P} இருக்காங்க.",slur_h,,130,613,3,hateful,hateful,hateful
2734,hateful,hateful,{SLUR_P},கிழட்டு,seniors,"இந்த நாட்டுல, ரொம்ப நிறைய கிழட்டு இருக்காங்க.","இந்த நாட்டுல, ரொம்ப நிறைய {SLUR_P} இருக்காங்க.",slur_h,,130,1426,3,hateful,hateful,hateful
2738,hateful,hateful,{IDENTITY_P},கிறித்துவர்கள்,Christian,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க கிறித்துவர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,831,3,hateful,hateful,hateful
2739,hateful,hateful,{IDENTITY_P},இஸ்லாமியர்கள்,Muslim,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க இஸ்லாமியர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,2846,3,hateful,hateful,hateful
2742,hateful,hateful,{IDENTITY_P},புலம்பெயர்ந்தவர்கள்,Immigrants,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க புலம்பெயர்ந்தவர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,717,3,hateful,hateful,hateful
2743,hateful,hateful,{IDENTITY_P},ஓரினச்சேர்க்கையாளர்கள்,Homosexual,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க ஓரினச்சேர்க்கையாளர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,1655,3,hateful,hateful,hateful
2747,hateful,hateful,{IDENTITY_P},மனநலம் பாதிக்கப்பட்ட நபர்கள்,mentally ill,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க மனநலம் பாதிக்கப்பட்ட நபர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,2104,3,hateful,hateful,hateful
2748,hateful,hateful,{IDENTITY_P},மூத்தவர்கள்,seniors,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க மூத்தவர்கள்.,அவங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல ஏனா அவங்க {IDENTITY_P}.,ref_subs_clause_h,directed,379,1159,3,hateful,hateful,hateful
2749,hateful,hateful,{IDENTITY_P},சீனர்கள்,Chinese,உங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல. நீங்க வெறும் சீனர்கள் தான்,உங்க உயிரு எனக்கு  எதுக்கும் லாயக்கு இல்ல. நீங்க வெறும் {IDENTITY_P} தான்,ref_subs_sent_h,,398,175,3,hateful,hateful,hateful
